CID,pIC50
36202329,-0.047097026
58880368,-0.938682061
35258259,-1.716204263
103041097,-2.101161204
29964399,-0.704146565
82570315,-1.374103628
76972542,-1.668813985
16753862,-0.750111065
52821442,-1.197189292
69984603,-1.804961475
113651316,-2.183581498
43093860,-1.595586474
50510399,-1.147357849
74770984,-0.29833272
54413345,-0.885123272
26450133,-0.839630215
19210492,-1.403613952
25927800,-0.966230987
18901660,-1.53464068
16415840,-0.262212122
13034624,-1.520359782
56179416,-1.283236518
77659883,-0.580485107
24926639,-1.282002618
22804602,-1.022870991
102601306,-2.192379297
27295830,-0.971450546
36918478,-0.840839944
64017862,-1.554641305
42436264,-0.156240326
14297016,-0.105565562
4332879,-0.679144786
94969556,-2.476924944
39086705,-1.503390277
70126898,-2.066997308
20801936,-1.518529805
92481194,-2.187676413
61358306,-1.980013126
132046985,-1.76054065
55758432,-0.798627059
31819141,-1.202110211
29095261,-1.317042526
138286580,-1.986665902
14815896,-1.231524602
85567768,-1.841620804
48330410,-0.797050706
33062661,-0.652629545
54271161,-1.173076967
22123933,-1.254257541
21695300,-1.142858346
40042605,-1.091403687
88533381,-1.635145791
46726166,-1.809466356
9460077,-0.449680103
23091271,-0.911652732
14179354,-1.281145214
48917634,-0.602274996
6521133,-1.217573036
18920780,-1.839079478
9611843,-1.460069098
120110807,-1.538998848
80692589,-2.086382817
74141754,-1.439449454
28589497,-1.045616276
30238962,-0.974797356
5601223,-0.862275658
20891162,-0.91525083
90706235,-1.789745681
13105798,-0.865412708
30068190,-1.020296285
109409614,-1.754577701
89115949,-2.502385939
117334699,-1.298976807
41904166,-2.001654394
19005326,-0.002222582
106103988,-1.935018437
62036423,-1.685589173
21377064,-0.108690557
26047474,-0.937045665
64940551,-1.959699186
15981860,-1.2439305
21563187,-0.988193568
56059353,-0.516168552
43265460,-2.402271867
17492975,-0.143470866
67097456,-0.879794586
102720184,-2.367373651
32910641,-1.343747818
43837820,-1.793062017
18383077,-2.377136909
113065692,-2.043399932
6220504,-1.527861757
10926156,-1.613213383
60491540,-1.022769611
76710277,-2.548959531
69154880,-0.961634741
18170803,-0.96374317
21818708,-1.018523325
25125997,-1.61289918
81481700,-1.892096241
43496914,-0.985033104
21595069,-0.425147147
67362422,-0.961259422
92901064,-1.786965465
43571319,-1.302071553
78791020,-2.153499608
44669668,-2.220324497
74771513,-0.831425727
120644446,-1.591812401
58557640,-1.585234446
57368499,-1.410282749
26674683,-0.847056792
16572467,-1.056137683
30349653,-0.813409939
55311842,-1.372908991
65778776,-1.79327236
45941419,-0.978688194
70889274,-1.36263519
1218625,-0.979535445
88485118,-2.374660381
65728179,-1.162354148
58558163,-1.32711891
23910072,-0.576876603
50677630,0.203359492
37037145,-0.408382847
60393866,-1.098566381
14415399,-0.666146784
21312746,-1.157328945
12584286,-0.610024524
19269612,-0.941695779
7856016,-1.458259604
22779446,-1.187355523
12368035,-1.618106412
52515681,-0.594859216
30736475,-1.509474788
13415768,-1.645821605
22338376,-1.199983376
72607082,-2.257745773
29247216,-1.186343969
19850802,-0.111424774
79155328,-1.350598358
48685248,-0.258092457
14130282,-1.489448837
101481206,-1.732168553
14861374,-1.230114099
10144354,-1.365014884
86312082,-2.065670367
25442858,-1.789007065
37581152,-1.655705135
72404332,-0.51667226
24776339,-1.936359869
12461613,-1.426914359
13790959,-0.368602205
18920933,-1.148466985
49927232,-0.813301795
58920662,-1.418919704
15505924,-1.07672219
88628301,-2.286171908
109401569,-2.281462934
67706375,-0.40656417
9862800,-0.176733086
19013789,-1.361864926
30666526,-0.771781195
30982610,-1.525581894
24136000,-1.172983547
51660614,-1.239335105
55404777,-1.396614034
64852116,-1.904121753
107330937,-1.966193731
12538595,-1.01980083
13549710,-1.324552151
106033461,-0.751438914
17446528,-1.796205956
70374583,-1.891208938
36717672,-1.765623479
71092086,-1.705920122
40301824,-1.491300953
68467591,-0.544578363
36782709,-1.692307991
83701324,-1.55827109
38608252,-0.926725704
51665176,-0.525304712
90907238,-2.103648283
7094525,-1.265589592
112617716,-1.403942881
102679960,-2.099531637
48624895,-0.658935545
13121683,-1.50854749
55058017,-0.714496157
22102529,-1.056441316
61017642,-1.552918866
25192643,-1.482615135
16412278,-0.63678853
27787165,-0.603078564
18567520,-1.078600158
102853457,-2.306067275
122185966,-1.866924805
45421087,-0.761453475
56173503,-0.791943179
22971563,-1.168932068
66410935,-1.0212775
71403529,-2.658312066
13917514,-1.398916794
71294457,-0.740825545
37167754,-0.973166277
22881104,-0.648657659
11290579,-2.011548332
19796098,-1.321326224
9921626,-1.280464301
18034537,-2.019539379
11498827,-0.622127051
20979742,-0.905978151
51529776,-0.669747503
101973192,-1.593448924
96439738,-1.913337606
8856896,-1.205031778
19983581,-1.338991571
6252156,-0.368815435
23708014,-0.872174907
22529918,-0.931493145
22566886,-1.533205872
89264973,-1.85694974
60298586,-1.004889709
11395154,-0.687389967
28128508,-1.376152735
86490518,-1.485826188
19301401,-0.656280526
7961952,-1.704103724
18324302,-0.787268869
67063663,-0.64842363
17741267,-1.214574051
17774055,-0.994624374
56498245,-1.761730473
9892662,-0.98464076
101306167,-2.110513712
18612600,-1.244585706
29512629,-1.284053393
57342097,-0.995099364
55254417,-1.096160763
23528352,-1.152174819
42668064,-0.867912954
18858612,-1.56402001
18485667,-0.724564398
45232170,-0.821378918
23072000,-0.755112961
25949682,-1.288537611
25981817,-1.555095452
113655836,-0.969706219
91893688,-2.350196352
76717052,-2.256026009
57886624,-1.145046974
69778246,-1.063776687
53450081,-1.327952173
112470442,-2.194462671
28725783,-1.29052043
126549396,-1.825577723
120556525,-1.665996398
22541985,-0.277432389
53315704,-0.716368731
107689253,-2.106467655
18890488,-1.521044833
16462862,-1.649234005
77782272,-0.747580488
21497957,-0.891870039
96192321,-1.112220028
52110730,-1.276987821
15727106,-2.047216765
55614762,-1.178751586
67467722,-0.416624233
80285190,-1.844638934
106092930,-2.197755222
49209426,-1.227508985
57009313,-1.201434879
75648344,-1.211612691
57051585,-0.333962743
4855566,-0.18489687
8859003,-1.283387765
5003173,-0.784189303
58858206,-1.279398966
47008262,-1.521145143
110405777,-2.017795621
94773726,-2.215093337
147322136,-1.816558266
21633933,0.003296107
55765704,-1.568568953
39537465,-1.053970538
35937002,-1.950820375
12319689,-1.53578968
27009670,-0.902702046
31586760,-0.703948278
12736090,-0.68178299
98268402,-2.393255354
111071834,-1.390027746
70785803,-1.175733415
25986655,-0.578369149
105615075,-2.08299214
62710302,-0.667407891
48960780,-2.05413555
40621020,-0.190867082
22795140,-1.912039932
61854663,-1.749526998
17525501,-1.021420724
12989770,-0.665395777
18891904,-1.274182794
57224365,0.204590191
131335320,-1.612382349
41059224,-2.256111403
12012626,-1.549721049
28603034,-0.690491312
53861104,-1.420941635
25625018,-1.551291558
44858933,-0.420235459
68620013,-1.266577654
37178962,-1.073795702
59610992,-1.052556363
51146610,-1.419743074
13823744,-2.209601786
73186796,-1.557834785
13961065,-1.717456094
39588649,-0.783257381
27329440,-1.272439391
15435391,-1.348093724
21609543,-0.944346429
12229337,-0.713384708
58564108,-1.915481318
22106509,-0.975988965
9242441,-0.79216217
95971895,-0.806870883
20083586,-1.313723738
98823400,-1.618370127
52333017,-1.333809276
23971026,-0.369182023
73932325,-0.653183065
44651896,-0.430640692
111154966,-1.481815406
25304334,-0.983387194
13561287,-1.492464205
70688425,-1.146666772
21666639,-0.950696073
25000998,-0.661331242
6410210,-0.83782205
11947965,-1.250645246
65699986,-1.336631623
81325338,-0.777838195
14673472,-0.902715156
16828406,-0.990394957
117762024,-1.166815333
50822660,-1.169335975
9634718,-1.911549399
65572247,-1.916727478
39976656,-1.559172797
70888900,-1.41047452
59414205,-0.978400097
21161960,-0.87006956
91758436,-1.552779341
14701204,-0.873098006
6954415,-0.462410847
25498062,-0.150507993
13382913,-1.188069607
12567534,-1.629748969
22866233,-1.049256
123026770,-1.914293451
56588422,-1.357322921
105898847,-1.556952422
125821735,-1.493547545
23211711,-0.940753193
99302118,-1.8388804
12025806,-1.64247029
17822917,-1.084213685
67399260,-1.769776342
29974064,-0.597595057
22399738,-0.891009172
61722655,-1.186504823
84731568,-1.879427166
32086219,-0.454405441
46468488,-0.788193648
-335973,-1.491135278
7896169,-1.030599896
10281549,-1.96124476
126234673,-2.338383255
106582323,-0.736630088
124648077,-1.370603375
18171993,-0.621415813
91961068,-2.223274145
131406312,-0.945715148
45844385,-1.618994663
108989715,-1.590378053
14658689,-1.34636439
55639739,-0.722934302
114836293,-2.285765231
34401021,-0.898516314
51894931,-1.132338061
9396201,-1.872864363
32373848,-2.634403095
17986287,-1.597275716
27768466,-1.815292115
56142638,-0.759224694
12869756,-1.832263888
20380409,-0.877260476
23186496,-1.217678668
22999938,-1.253093591
23764854,-0.630215487
18012380,-0.362843008
37495168,-0.122860743
64436452,-0.11261787
27147343,-0.82656193
69331068,-2.172445019
67995113,-1.582591812
17580166,-1.955554103
51947751,-0.658735359
36906130,-1.253643907
43829720,-0.553439688
21171177,-0.989636247
20148644,-0.953144681
82644774,-0.944957926
4723578,-0.740895438
86973429,-2.108429356
97082871,-1.597846222
50625122,-0.714026671
58528422,-1.712927341
33739220,-0.353348477
69034543,-1.467780291
14984833,-0.4624155
66010570,-1.739366381
41609154,-2.419889236
13404705,-0.505476548
50110789,-1.43085705
19846771,-0.924325551
7123547,-1.119803173
86218349,-1.5077066
8353986,-0.534506348
68794541,-0.385102374
33736866,-1.270975262
78368322,-1.783526154
83128421,-1.770178006
115158692,-1.536159029
58513003,-0.850382593
87902275,-1.13022988
28279201,-1.146217926
41594114,-1.361281258
50379245,-0.577027309
69455705,-1.477459316
84811606,-1.517759082
32049320,-0.709178131
96695135,-1.076612164
59776012,-1.340472534
20924884,-0.942562515
17448638,-1.105413495
25564116,-0.660568301
75782232,0.101242631
48115418,-1.484582829
69827152,-1.653972407
30162170,-0.790656045
125328093,-1.813547792
18903310,-1.28207128
108348438,-0.419317539
100925336,-1.079239618
41202127,-0.524972329
2423081,-1.722129719
70687070,-0.344301475
51254948,-1.635719539
39194055,-0.897008736
21787305,-0.788395634
2235805,-1.50516516
64719851,-0.983777722
13646131,-1.420188865
15176215,-0.457572123
16480637,0.203902514
40282490,-0.987418568
43201858,-1.834853017
13126378,-0.936928178
80109279,-0.928034347
76915832,-2.559180345
30113440,-1.335592383
69979875,-0.742113092
12268885,-1.220628415
8841634,-1.858056545
45125300,-0.451322028
20541676,-1.008695597
106987255,-2.235218262
18566922,-1.1624753
60884490,-1.725814585
40630469,-1.648442224
21175791,-0.728064641
47803232,-0.487655945
24609068,-1.5038292
103459176,-2.005643677
123932424,-1.755006762
86220677,-2.240187959
38888548,-1.115334958
51451702,-0.476625529
25840687,-0.915507894
17353379,-1.068063445
61760929,-1.081003792
46902491,-0.911790979
70793882,-1.813470634
67467733,-1.344376232
99978364,-1.262549194
-63831,-1.92167196
58527908,-1.960093552
19555026,-1.218837268
48260748,-1.027746745
110409225,-2.424188773
45853994,-0.953254469
61549881,-1.258532243
42280472,-1.540242116
17128667,-1.629526353
10869066,-1.314603794
12776857,-1.085114907
8721773,-1.38224838
52090293,-1.626539311
38176859,-0.700224432
79790172,-1.818993722
39944379,-1.711142129
70170603,-0.932761259
54940820,-1.435603614
23305461,-1.225493537
111065152,-1.569532319
11586910,-1.466558011
24326890,-0.539893322
119159644,-1.702331413
55443562,-1.298576648
10401162,-1.517403495
93252625,-1.062008377
12736527,-1.334449694
113905738,-2.371601839
16319120,-2.04069802
56826643,-0.95346155
59582464,-0.68928339
45005207,-1.163250624
86772071,-1.715146266
13203542,-0.53770597
15099089,-1.229878853
23929550,-1.355840164
19120259,-2.043667468
8330698,-1.139788577
79538957,-0.832344302
38519866,-1.05647676
25188341,-1.153830602
12855863,-1.241028236
56086516,-1.04838272
37329362,-0.665366212
22928973,-1.234557261
10576205,-2.021269636
58709830,-1.452707819
12450408,-0.827211707
24973039,-0.44912873
14363689,-1.124158493
51196522,-0.997143542
57872520,-1.515163923
124608854,-1.355567463
54875201,-2.536085457
102293641,-1.466980639
63902422,-0.750619487
88511814,-1.805863385
16350048,-0.707579496
23701951,-0.82982868
47043321,-1.563194752
36393861,-1.641695326
18986190,-1.443411213
44885178,-1.280654135
15479976,-1.704178829
40265903,-1.0475778
50039403,-1.361209787
48652346,-1.700342439
44722558,-0.581168693
15926315,-0.980692857
138906923,-1.594637136
90210114,-1.997592978
79276112,-1.190832194
42906268,-1.720705862
25735969,-0.959191285
65040203,-1.665697855
78439705,-1.390238898
101426807,-0.193048964
57349264,-1.223783097
40508923,-0.341777456
97855259,-1.836367373
29698201,-0.964811224
72876992,-0.738661844
50654213,-1.443495661
46853151,-1.332534619
4860248,-0.561089711
77808599,-1.692094298
50715282,-1.253064239
32536971,-1.910512543
55614665,-0.53506727
24861222,-0.711226442
38977932,-1.38724177
80682711,-2.064655221
109951298,-2.033385313
76871334,-1.316904529
15054224,-0.244674257
50836713,-1.274072774
19169726,-1.358195437
14778959,-1.740141489
122437403,-1.738889417
34721596,-0.248904206
48238915,-1.329753214
14825380,-0.862428235
24852838,-1.570373082
89836035,-0.533982945
70315090,-2.491710243
21334938,-1.204569643
49638174,-1.222801088
58555848,-1.46385347
8159374,-1.24018177
13830778,-1.25379963
81854914,-0.366138266
20251457,-1.311256082
22360093,-0.815965051
100368068,-1.827586753
41305122,-0.292706645
38848290,-0.644376877
119621950,-1.25652372
47159740,-0.759277995
52791922,-0.718403845
27070633,-0.654588466
6333368,-0.260134464
44049290,-1.024498226
29565989,-1.095400638
16188164,-0.621054889
30425295,-0.880685789
24631561,-1.712091722
67719189,-1.127145134
9648605,-1.727721272
93640621,-2.212515453
29389559,-0.585763826
20387199,-1.245516092
75362678,-0.698711087
19941996,-1.757091206
65375698,-0.834542751
51624678,-0.513926704
19159421,-2.012797964
40385823,-0.697347081
19565534,-1.130896708
15488648,-1.066678196
34138324,-1.285435659
71235623,-1.474760664
12099093,-0.89495481
25367148,-2.080134328
11730577,-1.298461591
58139758,-0.700744719
42207844,-1.43944726
20666594,-1.67729666
35882267,-1.241450882
60725005,-1.698056521
64234733,-1.544301638
8717474,-1.037043485
19415323,-1.148786685
56729674,-1.089554382
22750917,-1.81322929
72154279,-1.432594593
62132243,-2.207334723
21320341,-1.525255222
39922192,-1.055723814
49167666,-1.47336487
101280764,-1.402221751
10620729,-0.648716318
65309710,-1.116260244
77952130,-2.269399413
54298346,-1.583079864
66940714,-1.343367737
25376319,-1.501840563
71884046,-1.560318274
109021625,-1.894480066
61976792,-1.41768631
17150866,-0.547396735
86834339,-1.857621467
42253525,-0.764888351
14279914,-0.667612058
55668670,-0.818328144
20389174,-1.87190201
45858591,-0.745496079
99954495,-0.916734218
6367291,-0.922083064
23175114,-1.124658255
28116425,-0.712334814
106226833,-1.385206704
16223052,-0.404676612
10474535,-0.652507694
21937458,-0.789861916
58900193,-1.265565893
24269199,-1.653245274
146080061,-1.021947406
52893158,-0.844889294
128160570,-2.462146989
6452645,-0.381597558
52216680,-1.370305137
65934042,-1.44553692
13445171,-1.905600275
72130823,-0.849159071
46051739,-0.508295212
21770572,-1.374683437
61255657,-0.415527508
22762423,-1.205174485
22996076,-1.236534687
12875229,-0.452591869
10469099,-0.865360225
53111872,-1.549916551
60187543,-1.307606105
72081951,-1.518474998
53119014,-0.971307534
18509910,-1.006893595
19719535,-2.325331101
11990320,-0.517315292
49219807,-1.435165853
14454235,-1.28531851
103079932,-1.443528018
51489956,-1.290412119
99437357,-2.670912269
9947690,-0.414650517
52496089,-0.616953176
55212040,-0.956843246
51092328,-1.155861798
60138667,-0.975467607
105086962,-1.993319826
103803911,-1.537639617
22404669,-1.676933621
10301424,-0.307755275
25716461,-1.453686145
14626766,-0.927658204
19006745,-1.762699541
23440354,-1.219116785
70643911,-0.696636116
16093030,-1.653853846
28035329,-2.014653335
135705259,-1.679356823
56769635,-0.73464335
65452995,-1.620898223
104547967,-1.620237037
23997175,-1.090523398
106053034,-2.323355508
41724627,-0.752752824
15073264,-0.850644478
16732731,-1.00688017
51789731,-0.370187045
52109683,-0.947129876
54055428,-0.969727972
10891082,-0.999114944
26786224,-1.906122742
89420619,-1.787578127
12979416,-1.125664646
68293982,-1.613924388
27963264,-0.737172292
35197506,-0.912400257
13927188,-1.117678991
11877657,-1.605224884
70246993,-0.866878542
54959598,-1.99965873
19303858,-0.973988781
42149959,-1.190541415
73700733,-1.788571692
107835621,-1.48189023
101925870,-1.716106909
57675364,-1.465938127
30526836,-2.266395112
124184611,-1.469056771
30075703,-0.657665706
17800323,-0.329187155
11350884,-1.453883226
11260109,-1.595618737
20082620,-0.652033891
70526102,-1.20542207
58983653,-1.008173536
30333232,-0.944238658
48523065,-0.707820979
64696542,-1.485057203
52835593,-1.103216409
9783494,-1.315240407
15848898,-1.487062745
20106598,-0.449780287
56494214,-1.611557915
96519851,-1.738671265
97267347,-1.194992614
56879051,-1.121293209
24311778,-1.218259079
23633118,-1.025293268
24906918,-1.73747781
22622144,-1.451506673
48294036,0.036844212
61009818,-1.556462828
107716623,-2.131824965
99032929,-1.752028918
60495333,-1.363557565
63649749,-1.006829395
46737175,-0.736555624
18588810,-1.150648066
64695905,-1.570543607
42894798,-0.61955533
27049432,-2.559304133
23178975,-1.020426643
59887261,-0.820534495
21488750,-1.639138472
118643271,-1.369956445
11872623,-1.040112408
64238249,-0.903168733
42913423,-0.961338676
36901216,-0.67688194
18220740,-1.825799665
8792200,-0.505492036
16255279,-0.775327743
55684326,-0.965832436
24025605,-0.249334299
13150157,-1.333458257
11361275,-1.481533862
41275375,-1.155110377
86160555,-1.787996793
18601704,-0.988365549
82539672,-1.480238161
45042875,-0.904791829
57779373,-1.964289995
17917294,-1.163835795
10994295,-2.114151327
48176822,-0.953950692
44130568,-0.879234899
62560858,-0.588553911
45080340,-0.597548909
91288274,-1.844720369
57566463,-1.041538826
24182705,-0.941860582
92928127,-1.810328833
32832182,-0.612192697
18335009,-0.674080365
12386556,-1.615602019
85215228,-2.177385891
12963686,-0.281550597
31359786,-0.695381779
96550180,-1.541243189
17837572,-1.046046239
25996508,-1.09357999
17928052,-1.174232915
52921081,-1.154245524
21799745,-1.066899904
66202307,-0.880174656
44322718,-1.56306178
61749403,-1.506493224
59543574,-1.276420177
21193621,-0.768122346
34329701,-2.273316514
85431997,-1.338824522
16023299,-1.085391681
56366427,-0.950523466
59917059,-0.721447291
62732242,-1.813798688
22641583,-1.597624583
23399253,-1.207091831
98509899,-2.2437557
54133817,-1.209059406
1192338,-1.86900569
67434649,-1.129615594
17054310,-1.343952384
4556284,-1.071560938
25000803,-0.953254115
27219554,-1.382536039
41813445,-1.620653428
102595185,-1.618662516
64204358,-0.684687674
9387527,-0.643202569
114877008,-1.675996956
40693984,-0.973292366
47570738,-2.530174117
11392451,-0.697327009
35921281,-0.793373076
65681081,-1.570587064
140053954,-1.774973077
19688122,-1.149054936
97639894,-1.749916678
25275162,-0.862476787
14232374,-1.536075989
13847971,-0.889595828
16245916,-1.096125249
126240350,-1.515426743
18719662,-0.789699279
60945441,-1.400214905
64795537,-0.413338855
22266700,-0.560895176
90790981,-1.639750392
63638846,-0.75291567
38763826,-1.420165825
13648133,-1.867832498
26088428,-0.118674913
14867884,-2.037402995
21339129,-1.307227048
31836855,-0.317078321
35763118,-1.020323569
9399756,-0.564492757
29599125,-0.585361293
90032563,-1.519528379
24142760,-0.817515686
21925640,-0.650046938
19266717,-1.55583553
40594196,-0.754341561
56234066,-0.954535352
118733423,-1.377839441
41359761,-0.508630808
37806981,-1.165805266
50683316,-2.146737339
13746199,-1.098552256
21053714,-2.515997742
92044170,-1.980306451
28137208,-0.454425159
16425829,-0.352651934
51623220,-0.566600744
19938828,-1.907922157
48087657,-1.516308241
82726333,-1.906788503
61498916,-1.369520314
15719121,-0.588808589
31651642,-0.290263838
29985947,-1.236244208
42589116,-0.968349925
13614305,-1.566149508
100464621,-1.453335504
12818723,-1.201150691
60694311,-1.058679671
48839210,-1.471505135
11878366,-0.907489829
71433353,-2.109319677
3491891,-1.47493196
51417549,-1.398881362
23069418,-0.789331352
131860172,-1.738104883
8887980,0.090133579
45778933,-1.404988475
4804294,-2.02664061
83667806,-1.599421212
35773778,-1.915396455
60627091,-0.411502075
24823749,-0.168717424
44919956,-0.657932392
42031123,-0.962942917
18914592,-1.248941238
18950551,-0.984572882
16124490,-0.582685838
61660881,-1.060728061
58891039,-0.485708059
12541063,-1.304685147
70957360,-1.308826949
42799793,-1.927968624
9993420,-0.433648401
46679787,-2.369387639
40850637,-0.66734937
93457974,-1.788698357
16947732,-1.149733311
16359044,-0.833900094
70129794,-0.654006013
89973729,-0.950334178
44315321,-1.423177428
1110020,-1.737766071
21828619,-0.766418898
9808457,-0.044946574
12839564,-1.355473686
78782117,-1.334253323
59184327,-1.069290914
13312119,-0.568867882
51696940,-0.580997393
19336223,-0.997907155
69073729,-1.500488335
82702084,-0.379368988
7890648,-0.908867582
97385542,-2.656431493
125586837,-2.62185774
20850827,-1.28678896
9726596,-1.446007988
71926237,-2.36932767
84696780,-2.206726074
54597960,-1.45676117
13070267,-1.084254457
25248710,-1.112532603
55150761,-0.632583068
81877793,-1.454529362
44046361,-0.62038656
52908710,-1.800959693
47309801,-1.326936378
23862296,-0.180058355
36232396,-1.207024399
18099979,-1.248440944
77824016,-2.249999758
11234174,-2.067732435
50149044,-1.787601264
101854808,-1.439948224
12529966,-1.308237786
19689174,-1.515383686
125752731,-1.217422874
140275102,-2.204388327
49323251,-1.093099239
21326054,-1.351736254
19410897,-1.158355919
24815841,-0.898658637
13178880,-0.593859915
14683391,-1.23987856
13645870,-1.009409527
49952619,-0.823087403
15710671,-1.41478449
77063355,-1.990797814
43482747,-0.802429489
77344173,-1.449639961
-1873740,-0.705698353
104644619,-1.326115763
21608620,-0.654969915
41531681,-0.752818982
21852450,-0.651715354
45114352,-0.419088111
4158396,-1.18170466
79147036,-1.78145055
13497701,-1.335339013
65953418,-0.794887933
67459872,-2.115377655
29796090,-1.182587362
43667193,-1.135499179
104203041,-1.714227407
61776898,-1.257136113
41726281,-0.714579129
60243382,-2.07945254
47991534,-2.126192827
93448143,-1.083822912
70657966,-1.288696869
57756821,-0.722522539
23145155,-0.615159014
45262120,-1.818668927
22942221,-1.333165272
11155792,-1.08625621
106005243,-2.313269502
43735950,-1.382100664
90460858,-2.318163379
53790953,-0.83776787
17257507,-1.119720195
20415739,-0.584733786
23934263,-1.558642109
51078744,-0.570978755
17256116,-1.302736116
2460407,-0.749275637
43463095,-1.208128866
65324041,-2.775140318
24398876,-0.939564901
20803759,-1.399944161
17282959,-1.397692504
54959390,-2.081575849
134229038,-1.42091071
100171741,-1.850432297
6743802,-1.083078051
18133819,-0.765241893
18325069,-1.054392642
19568634,-1.102683784
6173982,-0.746754045
74537239,-1.745360353
42865956,-1.014226996
14662593,-0.682680573
27980331,-1.061360906
68141748,-1.769443182
55135305,-1.309557983
113140661,-2.76204515
70379604,-1.197170263
27002900,-1.224028125
14370330,-1.199009376
45507192,-1.199093546
12686134,-1.136239381
49451733,-2.598706428
26502978,-1.110732471
51169662,-1.568005043
3660793,-0.945024024
111889309,-1.108040504
83445721,-2.026959566
89350490,-2.331103763
68275857,-0.73724704
115010459,-2.145075859
58211100,-2.617068038
15034180,-1.568291778
71146826,-0.870764905
9506578,-1.340857271
43542019,-0.498132908
7634517,-0.938653368
32380373,-0.636151121
20749147,-0.798225037
19191904,-1.232127358
36113285,-1.225680302
109874174,-1.577299873
41173132,-0.64318135
124083887,-1.403919866
144737236,-1.682691083
47568773,-0.845840447
116068729,-1.925331472
12149634,-0.861025143
66000272,-1.70600459
18515197,-1.055704845
33529017,-0.522580153
50405103,-1.874740671
4901818,-0.96550842
117496435,-1.412730979
52094802,-1.233320428
21514884,-2.011064942
8295508,-1.388233275
20509921,-1.09907515
19648198,-1.130620944
57520348,-0.724798114
15316532,-1.049507018
40310871,0.237182031
13395443,-1.709400824
79338252,-1.825768851
36423101,-1.15820381
91000552,-1.286107959
11965598,-1.174575076
21574442,-1.515835249
33587291,0.097141435
12422465,-1.375771554
82803593,-1.546290403
13303936,-0.878110329
15184180,-1.381082517
10105800,-2.147976624
25526126,-1.666914285
15118123,-2.389540949
19920536,-1.03070952
31808517,-1.241013698
19166538,-0.845659103
51613971,-0.917142264
21915331,-0.951176471
10944491,-0.808502217
90100127,-1.611903118
21837802,-1.898450493
49769996,-1.534457605
22735524,-1.066079347
17796413,-2.086111519
54232218,-1.393164472
52529052,-1.428628219
16153209,-1.684068411
53132824,-0.664771561
21281947,-1.575997884
59907166,-1.120843034
70712368,-2.535850396
26797464,-1.399194639
18548421,-1.350407216
28443360,-0.938792695
134987340,-1.334262496
19958397,-0.933240888
72497605,-2.043489642
31322676,-1.831201066
26704012,-0.269402724
79317721,-1.625044473
20459955,-0.990945477
95593826,-2.534043379
127736692,-1.962957252
60486641,-1.693304497
58451928,-2.178043081
51848051,-0.514742689
63185348,-0.650670802
7567254,-0.928394763
18312721,-1.251861372
10264041,-0.909587913
93212607,-0.709447923
78452935,-1.430229619
25523039,-0.839261573
58780459,-0.703347082
37283070,-1.61219292
19298517,0.104942012
133907121,-1.803434405
25728906,-1.976241789
75311873,-1.026344308
55988344,-0.868209588
19044863,-2.001682154
31237856,-0.519963179
8933251,-0.633484621
69671564,-1.161455405
11910987,-1.392819851
5649230,-1.114957823
41899810,-0.669919622
71248503,-0.617237055
101276139,-0.306032222
49029755,-1.269511496
15664992,-1.119278802
7548891,-0.77002024
43598172,-0.35895632
21220939,-0.959516814
57091358,-1.450269669
6428794,-0.397779654
54551685,-1.717276929
49762390,-0.437801924
23678819,-1.899533809
43379902,-0.198026983
60249561,-1.160466602
85622913,-0.659123802
63939385,-1.824812579
21833329,-1.280556628
57792948,-1.873395797
58999971,-1.40093528
56385144,-0.801870599
132260380,-1.454544312
28617506,-0.866463484
45811966,-0.913136076
11232828,-0.701728507
110144381,-1.320307264
28139589,-1.725610399
28042899,-0.460102189
27201016,-1.146714945
30628524,0.14439701
27081034,-0.709839005
9241934,-1.268880884
16124511,-1.564978787
28107917,-1.395989815
118790192,-2.313782927
10732583,-0.579746422
73051512,-2.122625337
73383841,-1.203545438
26923475,-0.760697489
28773301,-0.97829504
70913607,-1.957487752
81874770,-1.623924192
20693195,-1.039426609
23616417,-2.522857702
131465182,-1.384739846
73405392,-1.900403989
22667773,-0.438437562
91305556,-1.703377283
52688054,-0.440436106
17529850,-1.110025948
100349735,-1.561364359
33017229,-0.781173083
83520485,-1.664180952
63684538,-0.048857747
75676767,-1.089685425
11286502,-1.396010379
14608246,-0.905855338
21146294,-1.154487896
19101567,-1.130166066
16791809,-0.832791037
100073821,-0.359611672
61445978,-1.579664491
52986164,-1.112408648
12080454,-1.094502527
15637275,-1.773928196
21332246,-1.131173604
27592040,-1.313907549
13286325,-1.320260146
122744267,-2.593741655
74057955,-0.834122732
45348254,-0.964054516
53658846,-1.30183125
97707781,-2.033372688
29298654,-0.540407334
14283038,-1.672701564
39909668,-1.802346712
42108617,-0.389195192
32384362,-1.395857879
36268664,-0.64148096
17289641,-1.227333158
7397941,-0.223943608
25130972,-1.061497838
7072212,-1.374428531
16117772,-1.138701866
11733851,-1.030161613
48187370,-0.42437043
133276139,-1.76450075
20371127,-0.828362464
69545448,-1.092019707
12426715,-0.827933917
8369883,-0.941369252
21583859,-1.571749757
15767062,-0.757712264
16409148,-1.300320329
66496194,-1.939949327
114173194,-1.794843014
25768244,-1.683284616
32840956,-0.708792331
54234212,-0.13870387
46977601,-0.97873375
15105205,-1.129159719
12445399,-0.905822364
44595690,-0.98779902
18186656,-2.284298325
9154019,-0.914454192
32739614,-0.947424175
25065358,-1.248105362
52329660,-0.924466759
